,time,WindSpeed_80m,WindDirection_80m,TurbulenceIntensity_80m
40,2019-01-01 08:40:00+00:00,0.327,119.0,0.156
41,2019-01-01 08:50:00+00:00,0.286,97.0,0.098
42,2019-01-01 09:00:00+00:00,0.881,15.36,0.121
43,2019-01-01 09:10:00+00:00,0.982,14.81,0.06
44,2019-01-01 09:20:00+00:00,1.953,174.2,0.049
45,2019-01-01 09:30:00+00:00,2.061,174.0,0.019
46,2019-01-01 09:40:00+00:00,1.147,177.0,0.049
47,2019-01-01 09:50:00+00:00,0.648,123.2,0.119
48,2019-01-01 10:00:00+00:00,0.605,118.4,0.274
49,2019-01-01 10:10:00+00:00,0.434,107.3,0.429
50,2019-01-01 10:20:00+00:00,0.63,157.8,0.11
51,2019-01-01 10:30:00+00:00,0.418,171.2,0.163
52,2019-01-01 10:40:00+00:00,0.273,187.7,0.0
53,2019-01-01 10:50:00+00:00,0.286,224.7,0.045
54,2019-01-01 11:00:00+00:00,0.276,162.9,0.025
55,2019-01-01 11:10:00+00:00,0.273,142.7,0.0
56,2019-01-01 11:20:00+00:00,0.35,147.3,0.16
57,2019-01-01 11:30:00+00:00,0.275,117.7,0.018
58,2019-01-01 11:40:00+00:00,0.273,46.4,0.0
59,2019-01-01 11:50:00+00:00,0.508,167.1,0.083
60,2019-01-01 12:00:00+00:00,0.275,342.0,0.029
61,2019-01-01 12:10:00+00:00,0.627,154.5,0.301
62,2019-01-01 12:20:00+00:00,0.276,102.8,0.025
63,2019-01-01 12:30:00+00:00,0.672,108.0,0.412
64,2019-01-01 12:40:00+00:00,1.399,147.9,0.055
65,2019-01-01 12:50:00+00:00,1.786,172.2,0.07
66,2019-01-01 13:00:00+00:00,0.708,150.1,0.295
67,2019-01-01 13:10:00+00:00,1.006,108.3,0.244
68,2019-01-01 13:20:00+00:00,1.22,48.72,0.181
69,2019-01-01 13:30:00+00:00,0.743,63.79,0.49
70,2019-01-01 13:40:00+00:00,1.032,82.7,0.198
71,2019-01-01 13:50:00+00:00,0.493,82.2,0.394
72,2019-01-01 14:00:00+00:00,0.45,194.2,0.34
73,2019-01-01 14:10:00+00:00,0.405,161.8,0.222
74,2019-01-01 14:20:00+00:00,0.531,168.6,0.235
75,2019-01-01 14:30:00+00:00,0.551,196.1,0.276
76,2019-01-01 14:40:00+00:00,0.273,125.1,0.0
77,2019-01-01 14:50:00+00:00,0.83,359.5,0.381
78,2019-01-01 15:00:00+00:00,1.241,61.94,0.142
79,2019-01-01 15:10:00+00:00,0.909,199.0,0.1
80,2019-01-01 15:20:00+00:00,0.908,3.898,0.25
81,2019-01-01 15:30:00+00:00,0.829,112.3,0.186
82,2019-01-01 15:40:00+00:00,1.093,80.25,0.236
83,2019-01-01 15:50:00+00:00,0.875,94.5,0.418
84,2019-01-01 16:00:00+00:00,0.967,90.9,0.24
85,2019-01-01 16:10:00+00:00,0.75,102.4,0.153
86,2019-01-01 16:20:00+00:00,1.366,171.7,0.082
87,2019-01-01 16:30:00+00:00,1.676,73.45,0.144
88,2019-01-01 16:40:00+00:00,0.871,98.5,0.108
89,2019-01-01 16:50:00+00:00,0.519,110.6,0.214
90,2019-01-01 17:00:00+00:00,0.738,117.5,0.286
91,2019-01-01 17:10:00+00:00,1.712,138.8,0.121
92,2019-01-01 17:20:00+00:00,1.887,150.3,0.074
93,2019-01-01 17:30:00+00:00,0.911,129.3,0.105
94,2019-01-01 17:40:00+00:00,0.331,63.06,0.166
95,2019-01-01 17:50:00+00:00,0.735,173.4,0.177
96,2019-01-01 18:00:00+00:00,0.287,153.0,0.059
97,2019-01-01 18:10:00+00:00,0.692,167.2,0.084
98,2019-01-01 18:20:00+00:00,0.274,201.0,0.015
99,2019-01-01 18:30:00+00:00,0.56,219.0,0.114
100,2019-01-01 18:40:00+00:00,0.905,190.3,0.051
101,2019-01-01 18:50:00+00:00,1.354,184.2,0.082
102,2019-01-01 19:00:00+00:00,2.788,183.0,0.021
103,2019-01-01 19:10:00+00:00,3.383,180.5,0.01
104,2019-01-01 19:20:00+00:00,3.678,186.2,0.013
105,2019-01-01 19:30:00+00:00,3.158,186.2,0.055
106,2019-01-01 19:40:00+00:00,1.125,176.3,0.084
107,2019-01-01 19:50:00+00:00,1.553,186.2,0.1
108,2019-01-01 20:00:00+00:00,1.04,189.5,0.171
109,2019-01-01 20:10:00+00:00,1.825,168.3,0.103
110,2019-01-01 20:20:00+00:00,1.565,175.5,0.375
111,2019-01-01 20:30:00+00:00,3.226,167.8,0.081
112,2019-01-01 20:40:00+00:00,2.601,156.8,0.059
113,2019-01-01 20:50:00+00:00,2.55,157.6,0.062
114,2019-01-01 21:00:00+00:00,1.898,186.0,0.108
115,2019-01-01 21:10:00+00:00,0.715,329.0,0.569
116,2019-01-01 21:20:00+00:00,0.455,169.2,0.499
117,2019-01-01 21:30:00+00:00,0.327,145.1,0.254
118,2019-01-01 21:40:00+00:00,1.852,178.9,0.044
119,2019-01-01 21:50:00+00:00,2.297,197.3,0.048
120,2019-01-01 22:00:00+00:00,2.295,192.8,0.051
121,2019-01-01 22:10:00+00:00,1.578,186.9,0.025
122,2019-01-01 22:20:00+00:00,1.902,219.0,0.083
123,2019-01-01 22:30:00+00:00,1.296,228.2,0.128
124,2019-01-01 22:40:00+00:00,1.014,283.7,0.027
125,2019-01-01 22:50:00+00:00,0.932,259.8,0.091
126,2019-01-01 23:00:00+00:00,0.447,321.8,0.244
127,2019-01-01 23:10:00+00:00,0.516,267.3,0.072
128,2019-01-01 23:20:00+00:00,1.008,251.9,0.099
129,2019-01-01 23:30:00+00:00,1.428,202.2,0.113
130,2019-01-01 23:40:00+00:00,1.645,202.2,0.074
131,2019-01-01 23:50:00+00:00,2.253,208.7,0.024
132,2019-01-02 00:00:00+00:00,3.376,200.5,0.063
133,2019-01-02 00:10:00+00:00,3.262,183.2,0.066
134,2019-01-02 00:20:00+00:00,2.945,186.5,0.132
135,2019-01-02 00:30:00+00:00,2.813,193.2,0.09
136,2019-01-02 00:40:00+00:00,2.424,200.1,0.069
137,2019-01-02 00:50:00+00:00,2.208,201.5,0.064
138,2019-01-02 01:00:00+00:00,4.556,174.2,0.071
139,2019-01-02 01:10:00+00:00,3.347,176.5,0.064
140,2019-01-02 01:20:00+00:00,2.262,161.4,0.228
141,2019-01-02 01:30:00+00:00,0.767,162.0,0.76
142,2019-01-02 01:40:00+00:00,1.288,195.0,0.128
143,2019-01-02 01:50:00+00:00,0.273,158.1,0.0
144,2019-01-02 02:00:00+00:00,0.445,56.12,0.506
145,2019-01-02 02:10:00+00:00,1.742,302.6,0.077
146,2019-01-02 02:20:00+00:00,0.273,227.5,0.0
147,2019-01-02 02:30:00+00:00,3.038,290.1,0.106
148,2019-01-02 02:40:00+00:00,5.514,308.5,0.03
149,2019-01-02 02:50:00+00:00,5.835,304.5,0.048
150,2019-01-02 03:00:00+00:00,5.075,328.7,0.042
151,2019-01-02 03:10:00+00:00,3.982,332.2,0.063
152,2019-01-02 03:20:00+00:00,4.6,341.7,0.046
153,2019-01-02 03:30:00+00:00,4.802,320.0,0.035
154,2019-01-02 03:40:00+00:00,5.867,307.0,0.035
155,2019-01-02 03:50:00+00:00,5.44,303.7,0.041
156,2019-01-02 04:00:00+00:00,4.879,307.4,0.057
157,2019-01-02 04:10:00+00:00,4.769,292.2,0.053
158,2019-01-02 04:20:00+00:00,6.753,301.8,0.037
159,2019-01-02 04:30:00+00:00,4.646,308.1,0.038
160,2019-01-02 04:40:00+00:00,2.39,317.2,0.067
161,2019-01-02 04:50:00+00:00,2.262,311.3,0.091
162,2019-01-02 05:00:00+00:00,3.29,287.8,0.069
163,2019-01-02 05:10:00+00:00,4.127,298.9,0.032
164,2019-01-02 05:20:00+00:00,3.64,294.6,0.053
165,2019-01-02 05:30:00+00:00,5.045,295.8,0.055
166,2019-01-02 05:40:00+00:00,3.942,303.8,0.046
167,2019-01-02 05:50:00+00:00,3.958,276.6,0.191
168,2019-01-02 06:00:00+00:00,6.636,306.9,0.048
169,2019-01-02 06:10:00+00:00,4.125,287.3,0.021
170,2019-01-02 06:20:00+00:00,2.629,281.6,0.039
171,2019-01-02 06:30:00+00:00,0.273,258.7,0.0
172,2019-01-02 06:40:00+00:00,0.831,203.1,0.173
173,2019-01-02 06:50:00+00:00,0.676,337.7,0.129
174,2019-01-02 07:00:00+00:00,1.263,352.5,0.087
175,2019-01-02 07:10:00+00:00,0.274,122.2,0.015
176,2019-01-02 07:20:00+00:00,0.274,71.99,0.015
177,2019-01-02 07:30:00+00:00,0.596,340.7,0.379
178,2019-01-02 07:40:00+00:00,1.805,161.6,0.105
179,2019-01-02 07:50:00+00:00,4.754,191.0,0.038
180,2019-01-02 08:00:00+00:00,5.147,200.5,0.052
181,2019-01-02 08:10:00+00:00,4.421,185.2,0.049
182,2019-01-02 08:20:00+00:00,3.376,177.1,0.037
183,2019-01-02 08:30:00+00:00,2.964,182.1,0.07
184,2019-01-02 08:40:00+00:00,1.702,196.5,0.156
185,2019-01-02 08:50:00+00:00,2.641,183.5,0.056
186,2019-01-02 09:00:00+00:00,1.579,200.8,0.114
187,2019-01-02 09:10:00+00:00,0.902,213.5,0.069
188,2019-01-02 09:20:00+00:00,0.642,249.8,0.083
189,2019-01-02 09:30:00+00:00,0.984,190.2,0.103
190,2019-01-02 09:40:00+00:00,0.882,211.7,0.093
191,2019-01-02 09:50:00+00:00,0.78,215.2,0.126
192,2019-01-02 10:00:00+00:00,0.36,197.1,0.211
193,2019-01-02 10:10:00+00:00,0.437,182.6,0.162
194,2019-01-02 10:20:00+00:00,0.785,176.4,0.099
195,2019-01-02 10:30:00+00:00,0.442,176.5,0.149
196,2019-01-02 10:40:00+00:00,0.455,178.5,0.108
197,2019-01-02 10:50:00+00:00,0.832,192.6,0.061
198,2019-01-02 11:00:00+00:00,1.502,175.0,0.068
199,2019-01-02 11:10:00+00:00,1.641,176.4,0.03
200,2019-01-02 11:20:00+00:00,1.566,167.8,0.04
201,2019-01-02 11:30:00+00:00,2.336,187.0,0.073
202,2019-01-02 11:40:00+00:00,2.565,163.3,0.065
203,2019-01-02 11:50:00+00:00,3.532,169.1,0.031
204,2019-01-02 12:00:00+00:00,3.123,163.4,0.019
205,2019-01-02 12:10:00+00:00,3.022,139.0,0.023
206,2019-01-02 12:20:00+00:00,3.851,139.0,0.005
207,2019-01-02 12:30:00+00:00,4.572,163.0,0.019
208,2019-01-02 12:40:00+00:00,4.249,166.6,0.016
209,2019-01-02 12:50:00+00:00,5.292,175.7,0.019
210,2019-01-02 13:00:00+00:00,5.866,172.1,0.008
211,2019-01-02 13:10:00+00:00,5.266,165.1,0.021
212,2019-01-02 13:20:00+00:00,5.367,162.7,0.028
213,2019-01-02 13:30:00+00:00,5.301,161.8,0.033
214,2019-01-02 13:40:00+00:00,4.06,165.3,0.054
215,2019-01-02 13:50:00+00:00,4.909,173.5,0.028
216,2019-01-02 14:00:00+00:00,4.88,177.1,0.023
217,2019-01-02 14:10:00+00:00,5.807,175.1,0.025
218,2019-01-02 14:20:00+00:00,5.468,168.5,0.038
219,2019-01-02 14:30:00+00:00,4.718,154.6,0.045
220,2019-01-02 14:40:00+00:00,3.293,155.3,0.053
221,2019-01-02 14:50:00+00:00,2.66,164.9,0.078
222,2019-01-02 15:00:00+00:00,3.663,171.9,0.049
223,2019-01-02 15:10:00+00:00,2.832,171.3,0.052
224,2019-01-02 15:20:00+00:00,3.551,166.3,0.027
225,2019-01-02 15:30:00+00:00,4.607,159.0,0.022
226,2019-01-02 15:40:00+00:00,4.336,156.2,0.037
227,2019-01-02 15:50:00+00:00,3.928,159.9,0.067
228,2019-01-02 16:00:00+00:00,3.531,162.7,0.056
229,2019-01-02 16:10:00+00:00,3.876,150.2,0.051
230,2019-01-02 16:20:00+00:00,3.453,152.9,0.067
231,2019-01-02 16:30:00+00:00,3.834,153.0,0.031
232,2019-01-02 16:40:00+00:00,2.223,138.6,0.087
233,2019-01-02 16:50:00+00:00,1.21,45.4,0.136
234,2019-01-02 17:00:00+00:00,0.632,103.7,0.206
235,2019-01-02 17:10:00+00:00,0.356,77.28,0.228
236,2019-01-02 17:20:00+00:00,0.328,334.9,0.198
237,2019-01-02 17:30:00+00:00,0.551,274.8,0.165
238,2019-01-02 17:40:00+00:00,0.6,320.3,0.395
239,2019-01-02 17:50:00+00:00,0.952,7.173,0.05
240,2019-01-02 18:00:00+00:00,1.13,1.696,0.02
241,2019-01-02 18:10:00+00:00,1.416,328.0,0.041
242,2019-01-02 18:20:00+00:00,0.273,319.0,0.0
243,2019-01-02 18:30:00+00:00,0.274,223.2,0.015
244,2019-01-02 18:40:00+00:00,0.322,271.6,0.18
245,2019-01-02 18:50:00+00:00,0.273,273.1,0.0
246,2019-01-02 19:00:00+00:00,0.692,169.9,0.029
247,2019-01-02 19:10:00+00:00,1.418,165.9,0.025
248,2019-01-02 19:20:00+00:00,3.207,217.0,0.067
249,2019-01-02 19:30:00+00:00,3.142,195.7,0.032
250,2019-01-02 19:40:00+00:00,1.948,170.2,0.044
251,2019-01-02 19:50:00+00:00,3.16,167.1,0.026
252,2019-01-02 20:00:00+00:00,0.38,252.4,0.271
253,2019-01-02 20:10:00+00:00,0.653,247.9,0.435
254,2019-01-02 20:20:00+00:00,0.316,287.0,0.12
255,2019-01-02 20:30:00+00:00,0.673,305.6,0.141
256,2019-01-02 20:40:00+00:00,0.674,214.5,0.102
257,2019-01-02 20:50:00+00:00,1.099,202.1,0.074
258,2019-01-02 21:00:00+00:00,1.181,205.6,0.264
259,2019-01-02 21:10:00+00:00,1.649,157.6,0.044
260,2019-01-02 21:20:00+00:00,2.662,181.3,0.025
261,2019-01-02 21:30:00+00:00,3.35,173.8,0.026
262,2019-01-02 21:40:00+00:00,2.856,190.4,0.044
263,2019-01-02 21:50:00+00:00,2.682,191.5,0.025
264,2019-01-02 22:00:00+00:00,2.716,195.0,0.045
265,2019-01-02 22:10:00+00:00,2.755,196.2,0.118
266,2019-01-02 22:20:00+00:00,2.701,188.2,0.066
267,2019-01-02 22:30:00+00:00,2.055,178.7,0.036
268,2019-01-02 22:40:00+00:00,1.085,326.1,0.126
269,2019-01-02 22:50:00+00:00,1.509,350.2,0.102
270,2019-01-02 23:00:00+00:00,2.079,336.6,0.098
271,2019-01-02 23:10:00+00:00,3.546,320.8,0.263
272,2019-01-02 23:20:00+00:00,3.444,316.2,0.132
273,2019-01-02 23:30:00+00:00,2.745,337.3,0.263
274,2019-01-02 23:40:00+00:00,2.061,317.5,0.134
275,2019-01-02 23:50:00+00:00,3.226,297.8,0.133
276,2019-01-03 00:00:00+00:00,4.062,306.6,0.116
277,2019-01-03 00:10:00+00:00,4.862,311.6,0.065
278,2019-01-03 00:20:00+00:00,3.825,308.3,0.063
279,2019-01-03 00:30:00+00:00,3.779,316.9,0.051
280,2019-01-03 00:40:00+00:00,2.397,320.4,0.048
281,2019-01-03 00:50:00+00:00,1.989,312.2,0.032
282,2019-01-03 01:00:00+00:00,2.327,307.4,0.031
283,2019-01-03 01:10:00+00:00,2.305,299.0,0.014
284,2019-01-03 01:20:00+00:00,3.227,306.2,0.112
285,2019-01-03 01:30:00+00:00,4.979,301.4,0.09
286,2019-01-03 01:40:00+00:00,4.243,311.5,0.052
287,2019-01-03 01:50:00+00:00,4.506,298.9,0.038
288,2019-01-03 02:00:00+00:00,5.84,298.6,0.028
289,2019-01-03 02:10:00+00:00,5.638,299.4,0.055
290,2019-01-03 02:20:00+00:00,4.762,301.8,0.037
291,2019-01-03 02:30:00+00:00,4.021,298.0,0.047
292,2019-01-03 02:40:00+00:00,1.001,305.3,0.411
293,2019-01-03 02:50:00+00:00,2.736,314.7,0.115
294,2019-01-03 03:00:00+00:00,1.066,332.3,0.402
295,2019-01-03 03:10:00+00:00,1.056,236.9,0.086
296,2019-01-03 03:20:00+00:00,2.345,167.3,0.031
297,2019-01-03 03:30:00+00:00,0.373,146.5,0.416
298,2019-01-03 03:40:00+00:00,1.562,282.1,0.106
299,2019-01-03 03:50:00+00:00,0.914,277.1,0.068
300,2019-01-03 04:00:00+00:00,1.038,333.8,0.071
301,2019-01-03 04:10:00+00:00,0.759,1.141,0.15
302,2019-01-03 04:20:00+00:00,1.781,332.0,0.067
303,2019-01-03 04:30:00+00:00,0.769,4.9,0.289
304,2019-01-03 04:40:00+00:00,1.512,3.37,0.095
305,2019-01-03 04:50:00+00:00,1.289,25.5,0.105
306,2019-01-03 05:00:00+00:00,0.793,306.2,0.149
307,2019-01-03 05:10:00+00:00,2.174,289.3,0.073
308,2019-01-03 05:20:00+00:00,2.092,278.5,0.122
309,2019-01-03 05:30:00+00:00,2.62,282.4,0.074
310,2019-01-03 05:40:00+00:00,3.924,290.5,0.071
311,2019-01-03 05:50:00+00:00,1.56,250.9,0.042
312,2019-01-03 06:00:00+00:00,2.538,277.9,0.073
313,2019-01-03 06:10:00+00:00,3.343,287.4,0.097
314,2019-01-03 06:20:00+00:00,1.927,205.7,0.044
315,2019-01-03 06:30:00+00:00,1.387,203.6,0.046
316,2019-01-03 06:40:00+00:00,1.739,329.0,0.081
317,2019-01-03 06:50:00+00:00,4.668,304.0,0.171
318,2019-01-03 07:00:00+00:00,5.244,298.3,0.11
319,2019-01-03 07:10:00+00:00,5.499,304.7,0.139
320,2019-01-03 07:20:00+00:00,4.789,292.9,0.052
321,2019-01-03 07:30:00+00:00,4.417,297.1,0.065
322,2019-01-03 07:40:00+00:00,1.701,265.7,0.117
323,2019-01-03 07:50:00+00:00,1.504,210.9,0.113
324,2019-01-03 08:00:00+00:00,1.449,301.8,0.068
325,2019-01-03 08:10:00+00:00,1.437,304.0,0.147
326,2019-01-03 08:20:00+00:00,1.446,318.2,0.293
327,2019-01-03 08:30:00+00:00,2.934,300.3,0.06
328,2019-01-03 08:40:00+00:00,4.22,296.9,0.09
329,2019-01-03 08:50:00+00:00,1.154,236.1,0.211
330,2019-01-03 09:00:00+00:00,1.742,186.8,0.029
331,2019-01-03 09:10:00+00:00,1.532,180.4,0.026
332,2019-01-03 09:20:00+00:00,2.131,183.2,0.018
333,2019-01-03 09:30:00+00:00,2.794,209.8,0.03
334,2019-01-03 09:40:00+00:00,2.018,202.3,0.118
335,2019-01-03 09:50:00+00:00,1.814,219.3,0.157
336,2019-01-03 10:00:00+00:00,1.343,256.4,0.112
337,2019-01-03 10:10:00+00:00,0.282,277.7,0.05
338,2019-01-03 10:20:00+00:00,0.822,331.0,0.086
339,2019-01-03 10:30:00+00:00,0.281,13.78,0.071
340,2019-01-03 10:40:00+00:00,0.556,316.4,0.344
341,2019-01-03 10:50:00+00:00,1.504,292.8,0.078
342,2019-01-03 11:00:00+00:00,2.288,325.2,0.139
343,2019-01-03 11:10:00+00:00,3.469,306.8,0.131
344,2019-01-03 11:20:00+00:00,4.685,298.6,0.077
345,2019-01-03 11:30:00+00:00,4.162,290.4,0.039
346,2019-01-03 11:40:00+00:00,2.071,246.7,0.078
347,2019-01-03 11:50:00+00:00,1.976,162.1,0.028
348,2019-01-03 12:00:00+00:00,1.777,167.6,0.011
349,2019-01-03 12:10:00+00:00,0.387,167.4,0.083
350,2019-01-03 12:20:00+00:00,1.742,169.9,0.056
351,2019-01-03 12:30:00+00:00,2.274,161.3,0.016
352,2019-01-03 12:40:00+00:00,2.88,141.4,0.037
353,2019-01-03 12:50:00+00:00,3.195,151.8,0.017
354,2019-01-03 13:00:00+00:00,3.526,156.9,0.026
355,2019-01-03 13:10:00+00:00,3.228,153.0,0.042
356,2019-01-03 13:20:00+00:00,2.956,142.6,0.056
357,2019-01-03 13:30:00+00:00,1.273,107.7,0.28
358,2019-01-03 13:40:00+00:00,2.146,52.66,0.209
359,2019-01-03 13:50:00+00:00,1.196,34.61,0.209
360,2019-01-03 14:00:00+00:00,1.413,125.9,0.064
361,2019-01-03 14:10:00+00:00,1.23,94.1,0.153
362,2019-01-03 14:20:00+00:00,1.607,140.5,0.23
363,2019-01-03 14:30:00+00:00,1.939,164.3,0.064
364,2019-01-03 14:40:00+00:00,2.069,154.8,0.07
365,2019-01-03 14:50:00+00:00,2.678,166.8,0.067
366,2019-01-03 15:00:00+00:00,3.526,172.9,0.045
367,2019-01-03 15:10:00+00:00,3.868,159.5,0.07
368,2019-01-03 15:20:00+00:00,4.111,152.3,0.055
369,2019-01-03 15:30:00+00:00,4.009,160.7,0.048
370,2019-01-03 15:40:00+00:00,4.129,160.4,0.039
371,2019-01-03 15:50:00+00:00,3.551,154.1,0.054
372,2019-01-03 16:00:00+00:00,4.132,154.6,0.083
373,2019-01-03 16:10:00+00:00,4.502,157.4,0.04
374,2019-01-03 16:20:00+00:00,4.259,167.2,0.073
375,2019-01-03 16:30:00+00:00,4.478,164.0,0.069
376,2019-01-03 16:40:00+00:00,4.385,170.3,0.038
377,2019-01-03 16:50:00+00:00,4.067,170.7,0.047
378,2019-01-03 17:00:00+00:00,4.448,161.3,0.036
379,2019-01-03 17:10:00+00:00,4.639,157.8,0.023
380,2019-01-03 17:20:00+00:00,3.714,145.5,0.026
381,2019-01-03 17:30:00+00:00,3.468,133.8,0.075
382,2019-01-03 17:40:00+00:00,2.833,133.0,0.078
383,2019-01-03 17:50:00+00:00,1.512,136.8,0.089
384,2019-01-03 18:00:00+00:00,1.068,111.1,0.199
385,2019-01-03 18:10:00+00:00,2.474,141.7,0.023
386,2019-01-03 18:20:00+00:00,1.436,138.8,0.019
387,2019-01-03 18:30:00+00:00,1.13,144.9,0.038
388,2019-01-03 18:40:00+00:00,0.427,158.2,0.377
389,2019-01-03 18:50:00+00:00,0.314,186.8,0.274
390,2019-01-03 19:00:00+00:00,0.972,214.9,0.049
391,2019-01-03 19:10:00+00:00,1.13,280.3,0.173
392,2019-01-03 19:20:00+00:00,1.901,276.4,0.062
393,2019-01-03 19:30:00+00:00,3.252,286.2,0.079
394,2019-01-03 19:40:00+00:00,1.32,291.6,0.206
395,2019-01-03 19:50:00+00:00,1.03,286.1,0.334
396,2019-01-03 20:00:00+00:00,3.089,274.5,0.214
397,2019-01-03 20:10:00+00:00,4.067,249.5,0.166
398,2019-01-03 20:20:00+00:00,2.536,227.3,0.101
399,2019-01-03 20:30:00+00:00,0.86,228.4,0.312
400,2019-01-03 20:40:00+00:00,1.132,263.8,0.223
401,2019-01-03 20:50:00+00:00,2.596,270.2,0.164
402,2019-01-03 21:00:00+00:00,5.787,266.5,0.131
403,2019-01-03 21:10:00+00:00,4.415,262.6,0.192
404,2019-01-03 21:20:00+00:00,4.86,264.5,0.033
405,2019-01-03 21:30:00+00:00,3.192,244.6,0.037
406,2019-01-03 21:40:00+00:00,6.745,271.1,0.066
407,2019-01-03 21:50:00+00:00,7.816,275.8,0.054
408,2019-01-03 22:00:00+00:00,9.3,287.9,0.047
409,2019-01-03 22:10:00+00:00,9.44,285.9,0.031
410,2019-01-03 22:20:00+00:00,8.62,284.9,0.068
411,2019-01-03 22:30:00+00:00,7.735,287.2,0.061
412,2019-01-03 22:40:00+00:00,9.46,292.1,0.095
413,2019-01-03 22:50:00+00:00,8.37,292.5,0.128
414,2019-01-03 23:00:00+00:00,9.47,297.8,0.071
415,2019-01-03 23:10:00+00:00,8.37,290.1,0.082
416,2019-01-03 23:20:00+00:00,8.21,301.9,0.122
417,2019-01-03 23:30:00+00:00,8.43,293.7,0.078
418,2019-01-03 23:40:00+00:00,5.612,292.2,0.154
419,2019-01-03 23:50:00+00:00,5.306,299.0,0.099
420,2019-01-04 00:00:00+00:00,3.125,272.4,0.1
421,2019-01-04 00:10:00+00:00,2.493,278.3,0.117
422,2019-01-04 00:20:00+00:00,0.653,98.8,0.513
423,2019-01-04 00:30:00+00:00,1.315,348.4,0.106
424,2019-01-04 00:40:00+00:00,4.976,288.7,0.066
425,2019-01-04 00:50:00+00:00,3.363,271.3,0.113
426,2019-01-04 01:00:00+00:00,5.195,292.7,0.085
427,2019-01-04 01:10:00+00:00,3.3,266.3,0.135
428,2019-01-04 01:20:00+00:00,3.521,276.1,0.082
429,2019-01-04 01:30:00+00:00,3.424,269.5,0.114
430,2019-01-04 01:40:00+00:00,5.382,259.7,0.184
431,2019-01-04 01:50:00+00:00,3.861,293.3,0.15
432,2019-01-04 02:00:00+00:00,3.648,278.3,0.111
433,2019-01-04 02:10:00+00:00,3.998,293.1,0.072
434,2019-01-04 02:20:00+00:00,6.34,279.8,0.116
435,2019-01-04 02:30:00+00:00,6.967,278.2,0.119
436,2019-01-04 02:40:00+00:00,6.895,273.6,0.104
437,2019-01-04 02:50:00+00:00,3.334,251.1,0.058
438,2019-01-04 03:00:00+00:00,4.892,272.4,0.14
439,2019-01-04 03:10:00+00:00,6.411,259.8,0.092
440,2019-01-04 03:20:00+00:00,6.17,265.1,0.134
441,2019-01-04 03:30:00+00:00,8.34,275.3,0.073
442,2019-01-04 03:40:00+00:00,9.69,275.1,0.113
443,2019-01-04 03:50:00+00:00,9.5,276.5,0.093
444,2019-01-04 04:00:00+00:00,11.58,272.3,0.085
445,2019-01-04 04:10:00+00:00,11.63,272.2,0.075
446,2019-01-04 04:20:00+00:00,9.73,275.4,0.129
447,2019-01-04 04:30:00+00:00,10.56,284.0,0.064
448,2019-01-04 04:40:00+00:00,13.36,280.4,0.07
